fdc_id,description,category,ingredients,serving_description,serving_size_g,Ash (G),"Calcium, Ca (G)","Carbohydrate, by difference (G)","Copper, Cu (G)",Energy (Atwater General Factors) (KCAL),Energy (Atwater Specific Factors) (KCAL),"Fiber, total dietary (G)","Iron, Fe (G)","Magnesium, Mg (G)","Manganese, Mn (G)",Niacin (G),Nitrogen (G),"Phosphorus, P (G)","Potassium, K (G)",Protein (G),"Sodium, Na (G)",Thiamin (G),Total lipid (fat) (G),Vitamin B-6 (G),Water (G),"Zinc, Zn (G)"
790774,"Bananas, overripe, raw",Fruits and Fruit Juices,[],1.0 Banana,110.0000,0.7370,-1.0000,22.1100,-1.0000,-1.0000,-1.0000,1.8700,-1.0000,-1.0000,-1.0000,0.0006,0.1320,-1.0000,-1.0000,0.8030,-1.0000,0.0000,0.2420,0.0003,86.1300,-1.0000
1105073,"Bananas, overripe, raw",Fruits and Fruit Juices,[],1.0 Banana,110.0000,0.7370,-1.0000,22.1100,-1.0000,93.5000,84.7000,1.8700,-1.0000,-1.0000,-1.0000,0.0006,0.1320,-1.0000,-1.0000,0.8030,-1.0000,0.0000,0.2420,0.0003,86.1300,-1.0000
790991,"Bananas, ripe and slightly ripe, raw",Fruits and Fruit Juices,[],1.0 Banana,115.0000,0.8050,0.0057,26.4500,0.0001,-1.0000,-1.0000,1.9550,0.0000,0.0322,0.0003,0.0008,0.1380,0.0253,0.3749,0.8510,0.0000,0.0001,0.3335,0.0002,86.5950,0.0002
1105314,"Bananas, ripe and slightly ripe, raw",Fruits and Fruit Juices,[],1.0 Banana,115.0000,0.8050,0.0057,26.4500,0.0001,112.7000,101.2000,1.9550,0.0000,0.0322,0.0003,0.0008,0.1380,0.0253,0.3749,0.8510,0.0000,0.0001,0.3335,0.0002,86.5950,0.0002
321611,"Beans, snap, green, canned, regular pack, drained solids",Vegetables and Vegetable Products,[],1.0 cup,129.0000,1.1481,0.0464,5.3019,0.0001,30.9600,25.8000,-1.0000,0.0010,0.0164,0.0002,-1.0000,0.2193,0.0297,0.1251,1.3416,0.3638,-1.0000,0.5031,-1.0000,120.7440,0.0002
334897,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",Beef Products,[],1.0 roast,462.0000,5.6364,0.0601,0.0000,0.0004,-1.0000,-1.0000,-1.0000,0.0140,0.0633,0.0000,0.0266,-1.0000,1.1966,1.6262,127.9740,0.2495,-1.0000,29.3832,0.0031,303.5340,0.0171
746758,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",Beef Products,[],1.0 roast,462.0000,5.6364,0.0601,0.0000,0.0004,776.1600,813.1200,-1.0000,0.0140,0.0633,0.0000,0.0266,-1.0000,1.1966,1.6262,127.9740,0.2495,-1.0000,29.3832,0.0031,303.5340,0.0171
334849,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",Beef Products,[],1.0 steak,284.0000,2.8684,0.0426,0.0000,0.0001,-1.0000,-1.0000,-1.0000,0.0054,0.0321,0.0000,0.0195,-1.0000,0.5850,0.8009,64.7520,0.1278,0.0002,18.1476,0.0016,198.5160,0.0107
746759,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",Beef Products,[],1.0 steak,284.0000,2.8684,0.0426,0.0000,0.0001,423.1600,440.2000,-1.0000,0.0054,0.0321,0.0000,0.0195,-1.0000,0.5850,0.8009,64.7520,0.1278,0.0002,18.1476,0.0016,198.5160,0.0107
334898,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",Beef Products,[],1.0 roast,690.0000,7.4520,0.0897,0.0000,0.0002,-1.0000,-1.0000,-1.0000,0.0095,0.0787,0.0000,0.0454,-1.0000,1.5318,2.1528,161.4600,0.3450,-1.0000,17.1120,0.0044,508.5300,0.0233
746760,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",Beef Products,[],1.0 roast,690.0000,7.4520,0.0897,0.0000,0.0002,800.4000,841.8000,-1.0000,0.0095,0.0787,0.0000,0.0454,-1.0000,1.5318,2.1528,161.4600,0.3450,-1.0000,17.1120,0.0044,508.5300,0.0233
334963,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",Beef Products,[],1.0 roast,788.0000,8.7468,0.1024,0.0000,0.0004,-1.0000,-1.0000,-1.0000,0.0184,0.0938,0.0000,0.0485,-1.0000,1.7336,2.4901,186.7560,0.4334,0.0005,18.9908,0.0049,577.6040,0.0279
746761,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",Beef Products,[],1.0 roast,788.0000,8.7468,0.1024,0.0000,0.0004,914.0800,969.2400,-1.0000,0.0184,0.0938,0.0000,0.0485,-1.0000,1.7336,2.4901,186.7560,0.4334,0.0005,18.9908,0.0049,577.6040,0.0279
335109,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, raw",Beef Products,[],1.0 steak,525.0000,5.3550,0.0997,0.0000,0.0004,-1.0000,-1.0000,-1.0000,0.0119,0.0562,0.0000,0.0279,-1.0000,1.0500,1.3965,119.1750,0.2258,-1.0000,27.9300,0.0039,374.8500,0.0185
746762,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, raw",Beef Products,[],1.0 steak,525.0000,5.3550,0.0997,0.0000,0.0004,729.7500,761.2500,-1.0000,0.0119,0.0562,0.0000,0.0279,-1.0000,1.0500,1.3965,119.1750,0.2258,-1.0000,27.9300,0.0039,374.8500,0.0185
335061,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",Beef Products,[],1.0 steak,360.0000,3.6720,0.0684,0.0000,0.0003,-1.0000,-1.0000,-1.0000,0.0127,0.0720,0.0000,0.0229,-1.0000,0.7596,1.0188,98.2800,0.2412,-1.0000,41.0400,0.0027,217.0800,0.0169
746763,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",Beef Products,[],1.0 steak,360.0000,3.6720,0.0684,0.0000,0.0003,763.2000,788.4000,-1.0000,0.0127,0.0720,0.0000,0.0229,-1.0000,0.7596,1.0188,98.2800,0.2412,-1.0000,41.0400,0.0027,217.0800,0.0169
325871,"Bread, white, commercially prepared",Baked Products,[],1.0 slice,27.3000,0.5733,0.0576,13.4316,0.0000,72.8910,73.7100,0.6279,0.0009,0.0073,0.0002,0.0013,0.4122,0.0308,0.0319,2.5744,0.1302,0.0001,0.9801,0.0000,9.7461,0.0002
335240,"Bread, whole-wheat, commercially prepared",Baked Products,[],1.0 slice,32.1000,0.7576,0.0523,13.8351,0.0001,81.5340,-1.0000,1.9260,0.0008,0.0246,0.0007,0.0014,0.6324,0.0681,0.0803,3.9483,0.1444,0.0001,1.1396,0.0001,12.4227,0.0006
321900,"Broccoli, raw",Vegetables and Vegetable Products,[],1.0 cup,76.0000,0.6308,0.0350,4.7804,0.0000,-1.0000,-1.0000,1.8240,0.0005,0.0160,0.0001,0.0005,0.3116,0.0509,0.2303,1.9532,0.0274,0.0001,0.2584,0.0001,68.4000,0.0003
747447,"Broccoli, raw",Vegetables and Vegetable Products,[],1.0 cup,76.0000,0.6308,0.0350,4.7652,0.0000,29.6400,24.3200,1.8240,0.0005,0.0160,0.0001,0.0005,0.3116,0.0509,0.2303,1.9532,0.0274,0.0001,0.2584,0.0001,68.4000,0.0003
747429,"Cheese, American, restaurant",Dairy and Egg Products,[],1.0 slice,16.0000,0.8912,0.0813,1.0160,0.0000,60.0000,59.6800,-1.0000,0.0000,0.0040,0.0000,-1.0000,0.4384,0.0608,0.0277,2.8000,0.2560,-1.0000,4.9760,-1.0000,6.3200,0.0004
328637,"Cheese, cheddar",Dairy and Egg Products,[],1.0 slice,17.0000,0.6239,0.1202,0.4148,0.0000,69.5300,69.3600,-1.0000,0.0000,0.0046,0.0000,0.0000,0.6205,0.0779,0.0131,3.9610,0.1112,0.0000,5.7800,0.0000,6.2220,0.0006
328637,"Cheese, cheddar",Dairy and Egg Products,[],shredded,105.0000,3.8535,0.7423,2.5620,0.0000,429.4500,428.4000,-1.0000,0.0002,0.0281,0.0000,0.0001,3.8325,0.4809,0.0809,24.4650,0.6867,0.0000,35.7000,0.0001,38.4300,0.0039
328841,"Cheese, cottage, lowfat, 2% milkfat",Dairy and Egg Products,[],1.0 cup,220.0000,2.7500,0.2266,9.4820,0.0001,180.4000,184.8000,-1.0000,0.0003,0.0196,0.0000,0.0002,3.8060,0.3256,0.2640,24.2000,0.7062,0.0000,5.0600,0.0001,178.4200,0.0013
329830,"Cheese, dry white, queso seco",Dairy and Egg Products,[],1.0 cup,97.3000,6.7429,0.6432,2.0141,0.0000,-1.0000,-1.0000,-1.0000,0.0002,0.0260,0.0000,0.0001,3.7363,0.4622,0.1129,23.8385,1.7611,0.0000,23.6439,0.0001,41.0606,0.0032
746765,"Cheese, dry white, queso seco",Dairy and Egg Products,[],1.0 cup,97.3000,6.7429,0.6432,2.0141,0.0000,316.2250,317.1980,-1.0000,0.0002,0.0260,0.0000,0.0001,3.7363,0.4622,0.1129,23.8385,1.7611,0.0000,23.6439,0.0001,41.0606,0.0032
329370,"Cheese, mozzarella, low moisture, part-skim",Dairy and Egg Products,[],1.0 cup,86.2000,3.2670,0.5974,3.8273,0.0000,255.1520,256.8760,-1.0000,0.0002,0.0234,0.0000,0.0001,3.1980,0.4594,0.1000,20.4294,0.6025,0.0000,17.5848,0.0001,41.1174,0.0031
325036,"Cheese, parmesan, grated",Dairy and Egg Products,[],1.0 tablespoon,7.6000,0.5434,0.0672,0.9424,0.0000,31.9200,31.9200,-1.0000,0.0000,0.0027,0.0000,0.0000,0.3519,0.0482,0.0140,2.2496,0.1330,0.0000,2.1280,0.0000,1.7328,0.0003
325198,"Cheese, pasteurized process, American, vitamin D fortified",Dairy and Egg Products,[],1.0 slice,20.6000,1.3575,0.1784,1.0856,0.0000,75.8080,75.3960,-1.0000,0.0001,0.0052,0.0000,0.0000,0.5809,0.1112,0.0307,3.7080,0.3420,0.0000,6.3036,0.0000,8.1576,0.0005
323444,"Cheese, ricotta, whole milk",Dairy and Egg Products,[],0.2 cup,64.6000,0.8786,0.1447,4.4316,0.0000,-1.0000,-1.0000,-1.0000,0.0001,0.0127,0.0000,0.0001,0.7881,0.1047,0.1486,5.0453,0.0678,0.0000,7.1060,0.0001,47.0934,0.0004
746766,"Cheese, ricotta, whole milk",Dairy and Egg Products,[],0.2 cup,64.6000,0.8786,0.1447,4.4316,0.0000,102.0680,101.4220,-1.0000,0.0001,0.0127,0.0000,0.0001,0.7881,0.1047,0.1486,5.0453,0.0678,0.0000,7.1060,0.0001,47.0934,0.0004
323444,"Cheese, ricotta, whole milk",Dairy and Egg Products,[],0.5 cup,129.0000,1.7544,0.2890,8.8494,0.0000,-1.0000,-1.0000,-1.0000,0.0001,0.0254,0.0000,0.0002,1.5738,0.2090,0.2967,10.0749,0.1354,0.0001,14.1900,0.0001,94.0410,0.0007
746766,"Cheese, ricotta, whole milk",Dairy and Egg Products,[],0.5 cup,129.0000,1.7544,0.2890,8.8494,0.0000,203.8200,202.5300,-1.0000,0.0001,0.0254,0.0000,0.0002,1.5738,0.2090,0.2967,10.0749,0.1354,0.0001,14.1900,0.0001,94.0410,0.0007
323444,"Cheese, ricotta, whole milk",Dairy and Egg Products,[],1.0 cup,258.0000,3.5088,0.5779,17.6988,0.0000,-1.0000,-1.0000,-1.0000,0.0003,0.0508,0.0000,0.0004,3.1476,0.4180,0.5934,20.1498,0.2709,0.0001,28.3800,0.0003,188.0820,0.0014
746766,"Cheese, ricotta, whole milk",Dairy and Egg Products,[],1.0 cup,258.0000,3.5088,0.5779,17.6988,0.0000,407.6400,405.0600,-1.0000,0.0003,0.0508,0.0000,0.0004,3.1476,0.4180,0.5934,20.1498,0.2709,0.0001,28.3800,0.0003,188.0820,0.0014
326135,"Cheese, swiss",Dairy and Egg Products,[],1.0 slice,21.9000,0.6504,0.1949,0.3154,0.0000,-1.0000,-1.0000,-1.0000,0.0000,0.0073,0.0000,0.0000,0.9264,0.1257,0.0155,5.9130,0.0405,0.0000,6.7890,0.0000,8.2344,0.0010
326135,"Cheese, swiss",Dairy and Egg Products,[],1.0 slice,10.9000,0.3237,0.0970,0.1570,0.0000,-1.0000,-1.0000,-1.0000,0.0000,0.0036,0.0000,0.0000,0.4611,0.0626,0.0077,2.9430,0.0202,0.0000,3.3790,0.0000,4.0984,0.0005
746767,"Cheese, swiss",Dairy and Egg Products,[],1.0 slice,21.9000,0.6504,0.1949,0.3154,0.0000,86.0670,86.0670,-1.0000,0.0000,0.0073,0.0000,0.0000,0.9264,0.1257,0.0155,5.9130,0.0405,0.0000,6.7890,0.0000,8.2344,0.0010
746767,"Cheese, swiss",Dairy and Egg Products,[],1.0 slice,10.9000,0.3237,0.0970,0.1570,0.0000,42.8370,42.8370,-1.0000,0.0000,0.0036,0.0000,0.0000,0.4611,0.0626,0.0077,2.9430,0.0202,0.0000,3.3790,0.0000,4.0984,0.0005
331960,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised",Poultry Products,[],1.0 piece,174.0000,2.0706,0.0104,0.0000,0.0001,274.9200,288.8400,-1.0000,0.0009,0.0557,0.0000,0.0164,8.9262,0.4193,0.5968,55.8540,0.0818,0.0002,5.6376,0.0016,113.6220,0.0017
331897,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",Poultry Products,[],1.0 drumstick,94.7000,0.9281,0.0114,0.0000,0.0001,141.1030,147.7320,-1.0000,0.0009,0.0212,0.0000,0.0048,3.6270,0.1742,0.2263,22.6333,0.1108,0.0001,5.6347,0.0004,66.1953,0.0024
331897,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",Poultry Products,[],1.0 drumstick,104.0000,1.0192,0.0125,0.0000,0.0001,154.9600,162.2400,-1.0000,0.0010,0.0233,0.0000,0.0053,3.9832,0.1914,0.2486,24.8560,0.1217,0.0001,6.1880,0.0004,72.6960,0.0026
333008,"Cookies, oatmeal, soft, with raisins",Baked Products,[],1.0 cookie,27.0000,0.3888,0.0078,18.7920,0.0000,116.1000,-1.0000,0.8910,0.0006,0.0087,0.0002,0.0006,0.2511,0.0300,0.0662,1.5633,0.0848,0.0001,3.8610,0.0000,2.3895,0.0002
323793,"Egg, white, dried",Dairy and Egg Products,[],1.0 cup,107.0000,5.8529,0.1113,6.4414,0.0000,374.5000,402.3200,-1.0000,0.0000,0.0937,0.0000,-1.0000,13.6960,0.1145,1.0261,85.4930,1.3375,-1.0000,0.6955,-1.0000,8.5386,0.0005
323793,"Egg, white, dried",Dairy and Egg Products,[],1.0 tablespoon,7.0000,0.3829,0.0073,0.4214,0.0000,24.5000,26.3200,-1.0000,0.0000,0.0061,0.0000,-1.0000,0.8960,0.0075,0.0671,5.5930,0.0875,-1.0000,0.0455,-1.0000,0.5586,0.0000
323697,"Egg, white, raw, frozen, pasteurized",Dairy and Egg Products,[],1.0 oz,28.4000,0.1988,0.0026,0.2102,0.0000,12.7800,13.6320,-1.0000,0.0001,0.0030,0.0000,-1.0000,0.4572,0.0000,0.0369,2.8684,0.0409,-1.0000,0.0454,-1.0000,25.0772,0.0000
329490,"Egg, whole, dried",Dairy and Egg Products,[],1.0 cup,85.0000,5.2700,0.1870,1.5895,0.0000,474.3000,489.6000,-1.0000,0.0059,0.0379,0.0000,-1.0000,6.5365,0.6545,0.3978,40.8850,0.4123,-1.0000,33.8300,-1.0000,3.4595,0.0043
329490,"Egg, whole, dried",Dairy and Egg Products,[],1.0 oz,28.4000,1.7608,0.0625,0.5311,0.0000,158.4720,163.5840,-1.0000,0.0020,0.0127,0.0000,-1.0000,2.1840,0.2187,0.1329,13.6604,0.1377,-1.0000,11.3032,-1.0000,1.1559,0.0014
329490,"Egg, whole, dried",Dairy and Egg Products,[],1.0 tablespoon,5.0000,0.3100,0.0110,0.0935,0.0000,27.9000,28.8000,-1.0000,0.0003,0.0022,0.0000,-1.0000,0.3845,0.0385,0.0234,2.4050,0.0243,-1.0000,1.9900,-1.0000,0.2035,0.0003
323604,"Egg, whole, raw, frozen, pasteurized",Dairy and Egg Products,[],1.0 oz,28.4000,0.3294,0.0156,0.2584,0.0000,41.4640,42.6000,-1.0000,0.0005,0.0032,0.0000,-1.0000,0.5595,0.0537,0.0332,3.4932,0.0344,-1.0000,2.9252,-1.0000,21.4136,0.0003
329716,"Egg, yolk, dried",Dairy and Egg Products,[],1.0 cup,67.0000,3.7118,0.1809,0.7169,0.0000,429.4700,438.1800,-1.0000,0.0062,0.0174,0.0000,-1.0000,3.6716,0.6579,0.1548,22.9140,0.0998,-1.0000,37.1850,-1.0000,2.4388,0.0048
329716,"Egg, yolk, dried",Dairy and Egg Products,[],1.0 oz,28.4000,1.5734,0.0767,0.3039,0.0000,182.0440,185.7360,-1.0000,0.0026,0.0074,0.0000,-1.0000,1.5563,0.2789,0.0656,9.7128,0.0423,-1.0000,15.7620,-1.0000,1.0338,0.0020
329716,"Egg, yolk, dried",Dairy and Egg Products,[],1.0 tablespoon,4.0000,0.2216,0.0108,0.0428,0.0000,25.6400,26.1600,-1.0000,0.0004,0.0010,0.0000,-1.0000,0.2192,0.0393,0.0092,1.3680,0.0060,-1.0000,2.2200,-1.0000,0.1456,0.0003
329596,"Egg, yolk, raw, frozen, pasteurized",Dairy and Egg Products,[],1.0 oz,28.4000,0.7526,0.0338,0.1676,0.0000,82.6440,84.3480,-1.0000,0.0012,0.0032,0.0000,-1.0000,0.7072,0.1258,0.0290,4.4304,0.0187,-1.0000,7.1284,-1.0000,15.9324,0.0008
747997,"Eggs, Grade A, Large, egg white",Dairy and Egg Products,[],1.0 egg,34.0000,0.2210,-1.0000,0.8024,-1.0000,17.6800,18.7000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.5814,-1.0000,-1.0000,3.6380,-1.0000,-1.0000,0.0000,-1.0000,29.3420,-1.0000
748967,"Eggs, Grade A, Large, egg whole",Dairy and Egg Products,[],1.0 egg,50.3000,0.4275,0.0241,0.4829,0.0000,71.9290,73.9410,0.0000,0.0008,0.0057,0.0000,0.0000,1.0010,0.0926,0.0664,6.2372,0.0649,0.0000,5.0099,0.0000,38.1274,0.0006
748236,"Eggs, Grade A, Large, egg yolk",Dairy and Egg Products,[],1.0 egg,17.0000,0.3213,-1.0000,0.1734,-1.0000,55.7600,56.7800,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.4403,-1.0000,-1.0000,2.7540,-1.0000,-1.0000,4.8960,-1.0000,8.8570,-1.0000
326905,"Figs, dried, uncooked",Fruits and Fruit Juices,[],1.0 cup,149.0000,2.7714,0.2414,95.2110,0.0004,-1.0000,-1.0000,14.6020,0.0030,0.1007,0.0008,0.0009,0.7897,0.0998,1.0132,4.9170,0.0149,0.0001,1.3708,0.0002,44.7000,0.0010
746768,"Figs, dried, uncooked",Fruits and Fruit Juices,[],1.0 cup,149.0000,2.7714,0.2414,95.2110,0.0004,412.7300,371.0100,14.6020,0.0030,0.1007,0.0008,0.0009,0.7897,0.0998,1.0132,4.9170,0.0149,0.0001,1.3708,0.0002,44.7000,0.0010
326905,"Figs, dried, uncooked",Fruits and Fruit Juices,[],1.0 each,8.4000,0.1562,0.0136,5.3676,0.0000,-1.0000,-1.0000,0.8232,0.0002,0.0057,0.0000,0.0001,0.0445,0.0056,0.0571,0.2772,0.0008,0.0000,0.0773,0.0000,2.5200,0.0001
746768,"Figs, dried, uncooked",Fruits and Fruit Juices,[],1.0 each,8.4000,0.1562,0.0136,5.3676,0.0000,23.2680,20.9160,0.8232,0.0002,0.0057,0.0000,0.0001,0.0445,0.0056,0.0571,0.2772,0.0008,0.0000,0.0773,0.0000,2.5200,0.0001
333374,"Fish, haddock, raw",Finfish and Shellfish Products,[],1.0 fillet,176.0000,2.2528,0.0194,0.0000,0.0000,121.4400,130.2400,-1.0000,0.0003,0.0371,0.0000,0.0059,4.5936,0.3995,0.5034,28.6880,0.3749,0.0000,0.7920,0.0005,146.7840,0.0006
333476,"Fish, pollock, raw",Finfish and Shellfish Products,[],1.0 fillet,177.0000,2.4072,0.0266,0.0000,0.0001,93.8100,99.1200,-1.0000,0.0004,0.0285,0.0000,0.0012,3.4869,0.5027,0.2832,21.7710,0.5894,0.0001,0.7257,0.0001,153.4590,0.0005
334194,"Fish, tuna, light, canned in water, drained solids",Finfish and Shellfish Products,[],1.0 can,107.0000,1.0486,0.0193,0.0856,0.0001,90.9500,96.3000,-1.0000,0.0018,0.0243,0.0000,0.0106,3.2528,0.1466,0.1883,20.3300,0.2343,0.0000,1.0058,0.0003,84.5300,0.0007
334194,"Fish, tuna, light, canned in water, drained solids",Finfish and Shellfish Products,[],1.0 can,142.0000,1.3916,0.0256,0.1136,0.0001,120.7000,127.8000,-1.0000,0.0024,0.0322,0.0000,0.0141,4.3168,0.1945,0.2499,26.9800,0.3110,0.0000,1.3348,0.0005,112.1800,0.0009
323121,"Frankfurter, beef, unheated",Sausages and Luncheon Meats,[],1.0 piece,48.6000,1.3316,0.0073,1.4045,0.0000,150.6600,152.6040,-1.0000,0.0006,0.0056,0.0000,0.0011,0.9088,0.0622,0.1667,5.6862,0.4238,0.0000,13.6080,0.0001,26.5356,0.0010
325287,"Grapefruit juice, white, canned or bottled, unsweetened",Fruits and Fruit Juices,[],1.0 cup,257.0000,0.7453,0.0411,19.5063,0.0001,100.2300,95.0900,0.5140,0.0002,0.0247,0.0001,0.0007,0.2313,0.0437,0.3624,1.4135,0.0026,0.0002,1.7990,0.0000,233.6130,0.0001
332397,"Ham, sliced, pre-packaged, deli meat (96%fat free, water added)",Sausages and Luncheon Meats,[],1.0 slice,13.5000,0.4874,0.0007,0.0365,0.0000,13.6350,14.3100,-1.0000,0.0001,0.0025,0.0000,-1.0000,0.3604,0.0352,0.0574,2.2545,0.1404,-1.0000,0.5036,-1.0000,10.2195,0.0002
746952,"Ham, sliced, restaurant",Pork Products,[],1.0 slice,16.2000,0.5881,0.0010,0.3823,0.0000,19.6020,20.4120,-1.0000,0.0001,0.0033,0.0000,-1.0000,0.5087,0.0399,0.0784,3.1752,0.1669,-1.0000,0.5962,-1.0000,11.4534,0.0003
321358,"Hummus, commercial",Legumes and Legume Products,[],2.0 tablespoon,33.9000,0.6678,0.0139,5.0511,0.0001,82.3770,77.6310,1.8306,0.0008,0.0241,0.0004,0.0003,0.4000,0.0563,0.0980,2.4916,0.1485,0.0001,5.7969,0.0000,19.8993,0.0005
326196,"Kale, frozen, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,[],1.0 cup,118.0000,0.8614,0.1770,6.2540,0.0001,51.9200,42.4800,-1.0000,0.0010,0.0295,0.0006,0.0005,0.5546,0.0496,0.1699,3.4692,0.0189,0.0001,1.4278,0.0001,105.9640,0.0003
323505,"Kale, raw",Vegetables and Vegetable Products,[],1.0 cup,20.6000,0.3172,0.0523,0.9105,0.0000,8.8580,7.2100,0.8446,0.0003,0.0067,0.0002,0.0002,0.0968,0.0113,0.0717,0.6015,0.0109,0.0000,0.3069,0.0000,18.4576,0.0001
327923,"Lettuce, cos or romaine, raw",Vegetables and Vegetable Products,[],1.0 bunch,581.0000,3.1955,0.2034,18.8244,0.0003,-1.0000,-1.0000,10.4580,0.0055,0.0796,0.0007,0.0019,1.1620,0.1743,1.4699,7.2044,-1.0000,0.0005,1.5106,0.0005,550.2070,0.0015
746769,"Lettuce, cos or romaine, raw",Vegetables and Vegetable Products,[],1.0 bunch,581.0000,3.1955,0.2034,18.8244,0.0003,116.2000,98.7700,10.4580,0.0055,0.0796,0.0007,0.0019,1.1620,0.1743,1.4699,7.2044,-1.0000,0.0005,1.5106,0.0005,550.2070,0.0015
327198,"Melons, cantaloupe, raw",Fruits and Fruit Juices,[],1.0 cup,160.0000,1.0080,0.0144,13.0560,0.0001,-1.0000,-1.0000,1.2800,0.0006,0.0208,0.0001,0.0011,0.2080,0.0272,0.2512,1.3120,0.0480,0.0001,0.2880,0.0001,144.3200,0.0007
327198,"Melons, cantaloupe, raw",Fruits and Fruit Juices,[],1.0 cup,156.0000,0.9828,0.0140,12.7296,0.0001,-1.0000,-1.0000,1.2480,0.0006,0.0203,0.0001,0.0011,0.2028,0.0265,0.2449,1.2792,0.0468,0.0001,0.2808,0.0001,140.7120,0.0007
746770,"Melons, cantaloupe, raw",Fruits and Fruit Juices,[],1.0 cup,160.0000,1.0080,0.0144,13.0560,0.0001,60.8000,54.4000,1.2800,0.0006,0.0208,0.0001,0.0011,0.2080,0.0272,0.2512,1.3120,0.0480,0.0001,0.2880,0.0001,144.3200,0.0007
746770,"Melons, cantaloupe, raw",Fruits and Fruit Juices,[],1.0 cup,156.0000,0.9828,0.0140,12.7296,0.0001,59.2800,53.0400,1.2480,0.0006,0.0203,0.0001,0.0011,0.2028,0.0265,0.2449,1.2792,0.0468,0.0001,0.2808,0.0001,140.7120,0.0007
327198,"Melons, cantaloupe, raw",Fruits and Fruit Juices,[],1.0 each,814.0000,5.1282,0.0733,66.4224,0.0007,-1.0000,-1.0000,6.5120,0.0031,0.1058,0.0004,0.0056,1.0582,0.1384,1.2780,6.6748,0.2442,0.0004,1.4652,0.0003,734.2280,0.0036
327198,"Melons, cantaloupe, raw",Fruits and Fruit Juices,[],1.0 each,552.0000,3.4776,0.0497,45.0432,0.0005,-1.0000,-1.0000,4.4160,0.0021,0.0718,0.0003,0.0038,0.7176,0.0938,0.8666,4.5264,0.1656,0.0003,0.9936,0.0002,497.9040,0.0024
327198,"Melons, cantaloupe, raw",Fruits and Fruit Juices,[],1.0 each,441.0000,2.7783,0.0397,35.9856,0.0004,-1.0000,-1.0000,3.5280,0.0017,0.0573,0.0002,0.0031,0.5733,0.0750,0.6924,3.6162,0.1323,0.0002,0.7938,0.0002,397.7820,0.0019
746770,"Melons, cantaloupe, raw",Fruits and Fruit Juices,[],1.0 each,814.0000,5.1282,0.0733,66.4224,0.0007,309.3200,276.7600,6.5120,0.0031,0.1058,0.0004,0.0056,1.0582,0.1384,1.2780,6.6748,0.2442,0.0004,1.4652,0.0003,734.2280,0.0036
746770,"Melons, cantaloupe, raw",Fruits and Fruit Juices,[],1.0 each,552.0000,3.4776,0.0497,45.0432,0.0005,209.7600,187.6800,4.4160,0.0021,0.0718,0.0003,0.0038,0.7176,0.0938,0.8666,4.5264,0.1656,0.0003,0.9936,0.0002,497.9040,0.0024
746770,"Melons, cantaloupe, raw",Fruits and Fruit Juices,[],1.0 each,441.0000,2.7783,0.0397,35.9856,0.0004,167.5800,149.9400,3.5280,0.0017,0.0573,0.0002,0.0031,0.5733,0.0750,0.6924,3.6162,0.1323,0.0002,0.7938,0.0002,397.7820,0.0019
327198,"Melons, cantaloupe, raw",Fruits and Fruit Juices,[],1.0 wedge,102.0000,0.6426,0.0092,8.3232,0.0001,-1.0000,-1.0000,0.8160,0.0004,0.0133,0.0000,0.0007,0.1326,0.0173,0.1601,0.8364,0.0306,0.0000,0.1836,0.0000,92.0040,0.0004
327198,"Melons, cantaloupe, raw",Fruits and Fruit Juices,[],1.0 wedge,69.0000,0.4347,0.0062,5.6304,0.0001,-1.0000,-1.0000,0.5520,0.0003,0.0090,0.0000,0.0005,0.0897,0.0117,0.1083,0.5658,0.0207,0.0000,0.1242,0.0000,62.2380,0.0003
327198,"Melons, cantaloupe, raw",Fruits and Fruit Juices,[],1.0 wedge,55.0000,0.3465,0.0050,4.4880,0.0000,-1.0000,-1.0000,0.4400,0.0002,0.0072,0.0000,0.0004,0.0715,0.0094,0.0864,0.4510,0.0165,0.0000,0.0990,0.0000,49.6100,0.0002
